id,headline,person,stages,investment_locations,location,position,min_investment,max_investment,target_investment,headline,previous_position,previous_firm,areas_of_interest_freeform,no_current_interest_freeform,vote_count,firm,degrees,investments_on_record
15714,General Partner at Ribbit Capital,Nick Huber,Seed,San Francisco Bay Area,"Palo Alto, California",general_partner,2000000,15000000,8000000,General Partner at Ribbit Capital,,,,,0,Ribbit Capital,"{'id': '11552', 'name': 'Bachelor of Science in Business', 'field_of_study': None, 'school': {'id': '25819', 'name': 'Miami University', 'display_name': 'Miami University', 'total_student_count': 10}}","{'id': '58666', 'company_display_name': 'Tomo', 'total_raised': ['$110M'], 'coinvestor_names': ['Pete Flint (NFX)'], 'investor_profile_funding_rounds': [{'id': '105955', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '58689', 'stage': 'Series A', 'date': '2022-03-21T00:00:00Z', 'amount': '$40M'}}, {'id': '70477', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '39132', 'stage': 'Seed Round', 'date': '2021-06-30T00:00:00Z', 'amount': '$30M'}}, {'id': '74288', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '41047', 'stage': 'Seed Round', 'date': '2020-10-28T00:00:00Z', 'amount': '$40M'}}]}"
15710,General Partner at Ribbit Capital,Nick Shalek,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,2000000,15000000,8000000,General Partner at Ribbit Capital,,,,,0,Ribbit Capital,,"{'id': '56922', 'company_display_name': 'Capital Float', 'total_raised': ['₹3.7B', '$60M'], 'coinvestor_names': ['David Vélez'], 'investor_profile_funding_rounds': [{'id': '74285', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '41045', 'stage': 'Venture Round', 'date': '2021-09-28T00:00:00Z', 'amount': '₹3.7B'}}, {'id': '63730', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '35486', 'stage': 'Venture Round', 'date': '2020-01-14T00:00:00Z', 'amount': '$15M'}}, {'id': '63732', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '35487', 'stage': 'Series C', 'date': '2017-08-21T00:00:00Z', 'amount': '$45M'}}]}"
29816,Founder & General Partner at 1confirmation,Nick Tomaino,Series A,"San Francisco, California","San Francisco, California",general_partner,100000,5000000,1500000,Founder & General Partner at 1confirmation,,,,,0,1confirmation,,"{'id': '71401', 'company_display_name': 'Saga.xyz', 'total_raised': ['$6.5M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '111349', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '61348', 'stage': 'Seed Round', 'date': '2022-05-19T00:00:00Z', 'amount': '$6.5M'}}]}"
13425,"Founder, CEO & General Partner of BootstrapLabs, the leading Artificial Intelligence VC firm. Founder, Investor, CEO, CTO & Speaker.",Nicolai Wadstrom,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,250000,3000000,500000,"Founder, CEO & General Partner of BootstrapLabs, the leading Artificial Intelligence VC firm. Founder, Investor, CEO, CTO & Speaker.",,,,,0,BootstrapLabs,,"{'id': '45719', 'company_display_name': 'BootstrapWorks', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '56477', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '27666', 'stage': 'Seed Round', 'date': '2016-01-01T00:00:00Z', 'amount': '0'}}]}"
12779,,Nicolas El Baze,Seed,San Francisco Bay Area,,general_partner,200000,50000000,200000,,,,,,0,Partech Ventures,,"{'id': '10307', 'company_display_name': 'Touch of Modern', 'total_raised': ['$14M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '54312', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '30790', 'stage': 'Series B', 'date': '2014-06-19T00:00:00Z', 'amount': '$14M'}}]}"
15712,General Partner at Ribbit Capital,Nikolay Kostov,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,2000000,15000000,8000000,General Partner at Ribbit Capital,,,,,0,Ribbit Capital,,"{'id': '58668', 'company_display_name': 'Cora', 'total_raised': ['R$610M', '$27M'], 'coinvestor_names': ['Patrick Backhouse (Greenoaks Capital)'], 'investor_profile_funding_rounds': [{'id': '74287', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '41046', 'stage': 'Series B', 'date': '2021-08-24T00:00:00Z', 'amount': 'R610M'}}, {'id': '70480', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '39135', 'stage': 'Series A', 'date': '2021-04-05T00:00:00Z', 'amount': '$27M'}}]}"
12451,General Partner at Polychain Capital,Niraj Pant,Series B,"New York, New York","New York, New York",general_partner,100000,5000000,1500000,General Partner at Polychain Capital,,,,,0,Polychain Capital,"{'id': '7492', 'name': 'B.S.', 'field_of_study': 'Computer Science', 'school': {'id': '25207', 'name': 'University of Illinois at Urbana-Champaign', 'display_name': 'University of Illinois at Urbana-Champaign', 'total_student_count': 46}}","{'id': '60074', 'company_display_name': 'Gauntlet', 'total_raised': ['$45M'], 'coinvestor_names': ['Arjun Balaji (Paradigm)', 'Charlie Noyes (Paradigm)', 'Nick Shalek (Ribbit Capital)', 'Olaf Carlson-Wee (Polychain Capital)', 'Miyuki Matsumoto (Aglae Ventures)', 'Jesse Beyroutey (IA Ventures)'], 'investor_profile_funding_rounds': [{'id': '127700', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '58683', 'stage': 'Series B', 'date': '2022-03-14T00:00:00Z', 'amount': '$24M'}}, {'id': '127697', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '68504', 'stage': 'Series A', 'date': '2021-06-04T00:00:00Z', 'amount': '$14M'}}]}"
6430,General Partner at Orange Fund,Orion Willow Parrott,Series B,"San Francisco, California","San Francisco, California",general_partner,100000,5000000,1500000,General Partner at Orange Fund,,,,,0,Orange Fund (Orange DAO),"{'id': '5254', 'name': 'Ruby Track', 'field_of_study': None, 'school': {'id': '37202', 'name': 'Codecademy', 'display_name': 'Codecademy', 'total_student_count': 1}}","{'id': '70638', 'company_display_name': 'Hatchfi', 'total_raised': ['$450K'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '108374', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '59858', 'stage': 'Pre Seed Round', 'date': '2022-04-14T00:00:00Z', 'amount': '$450K'}}]}"
9023,General Partner at DCM Ventures,Osuke Honda,Series A,San Francisco Bay Area,Japan,general_partner,2500000,15000000,5000000,General Partner at DCM Ventures,,,,,0,DCM,,"{'id': '45862', 'company_display_name': 'PicsArt', 'total_raised': ['$20M'], 'coinvestor_names': ['Peter Lasinger (3VC)', 'Sebastien de Halleux (Graph Ventures)'], 'investor_profile_funding_rounds': [{'id': '20608', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '13914', 'stage': 'Series B', 'date': '2016-04-20T00:00:00Z', 'amount': '$20M'}}]}"
24007,Founder & General Partner at Newtopia VC,Pato Jutard,Series A,"San Francisco, California","Buenos Aires, Argentina",general_partner,100000,5000000,2500000,Founder & General Partner at Newtopia VC,,,,,0,Newtopia VC,,"{'id': '50993', 'company_display_name': 'Experimental', 'total_raised': ['$500K'], 'coinvestor_names': ['Sumit Gupta (Piazza Venture Labs)', 'Pankaj Shah (Sparrows)'], 'investor_profile_funding_rounds': [{'id': '88454', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '22053', 'stage': 'Seed Round', 'date': '2019-04-29T00:00:00Z', 'amount': '$500K'}}]}"
9521,Co-Founder & General Partner at Meritech Capital Partners,Paul Madera,Series D,"New York, New York","Palo Alto, California",general_partner,5000000,25000000,12000000,Co-Founder & General Partner at Meritech Capital Partners,,,,,0,Meritech Capital Partners,,"{'id': '11293', 'company_display_name': 'Danger', 'total_raised': ['$120M'], 'coinvestor_names': ['Jeff Brody (Redpoint eventures)', 'Joanna Rees'], 'investor_profile_funding_rounds': [{'id': '21085', 'is_lead': False, 'board_role': {'id': '8804', 'title': 'Board Observer'}, 'funding_round': {'id': '9752', 'stage': 'Series D', 'date': '2003-02-01T00:00:00Z', 'amount': '$35M'}}]}"
23929,General Partner at Playground Global,Peter Barrett,Series A,San Francisco Bay Area,"Palo Alto, California",general_partner,1000000,20000000,10000000,General Partner at Playground Global,,,,,0,Playground Global,,"{'id': '59679', 'company_display_name': 'Artificial', 'total_raised': ['$22M'], 'coinvestor_names': ['Kouki Harasaki (Bioluminescence Ventures)'], 'investor_profile_funding_rounds': [{'id': '88378', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '40985', 'stage': 'Series A', 'date': '2021-05-18T00:00:00Z', 'amount': '$22M'}}]}"
5935,VC at Andreessen Horowitz,Peter Levine,Seed,"Menlo Park, California","Menlo Park, California",general_partner,50000,50000000,8000000,VC at Andreessen Horowitz,,,,,0,Andreessen Horowitz,,"{'id': '23041', 'company_display_name': 'Coho Data', 'total_raised': ['$65M'], 'coinvestor_names': ['Lak Ananth (Next47)', 'Frank Artale (Ignition Partners)', 'Sumant Mandal (March Capital)'], 'investor_profile_funding_rounds': [{'id': '21523', 'is_lead': False, 'board_role': {'id': '9022', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '8014', 'stage': 'Series C', 'date': '2015-05-20T00:00:00Z', 'amount': '$30M'}}, {'id': '21536', 'is_lead': False, 'board_role': {'id': '9022', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '8020', 'stage': 'Series B', 'date': '2013-11-05T00:00:00Z', 'amount': '$25M'}}, {'id': '21543', 'is_lead': True, 'board_role': {'id': '9022', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '14317', 'stage': 'Series A', 'date': '2012-08-23T00:00:00Z', 'amount': '$10M'}}]}"
34957,General Partner at Arbor Ventures,Peter Sanborn,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,General Partner at Arbor Ventures,,,,,0,Arbor Ventures,,"{'id': '70589', 'company_display_name': 'Talos', 'total_raised': ['$150M'], 'coinvestor_names': ['Arianna Simpson (Andreessen Horowitz)', 'Brett Gibson (Initialized Capital)', 'Aaron Goldman (General Atlantic)'], 'investor_profile_funding_rounds': [{'id': '108181', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '59757', 'stage': 'Series B', 'date': '2022-05-10T00:00:00Z', 'amount': '$110M'}}, {'id': '108177', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '59756', 'stage': 'Series A', 'date': '2021-05-27T00:00:00Z', 'amount': '$40M'}}]}"
39554,General Partner at Across Capital Partners,Rafael Costa,Seed,"San Francisco, California","San Francisco, California",general_partner,100000,5000000,1500000,General Partner at Across Capital Partners,,,,,0,Across Capital Partners,,"{'id': '71740', 'company_display_name': 'Clicampo', 'total_raised': ['R$40M'], 'coinvestor_names': ['Monica Saggioro Leal (MAYA Capital)', 'Michael Nicklas (Valor Capital Group)'], 'investor_profile_funding_rounds': [{'id': '118213', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '61990', 'stage': 'Seed Round', 'date': '2022-06-15T00:00:00Z', 'amount': 'R40M'}}]}"
34685,General Partner at Advent Life Sciences,Raj Parekh,Series B,"Los Altos, California","Los Altos, California",general_partner,25000,5000000,1000000,General Partner at Advent Life Sciences,,,,,0,Advent Life Sciences,,"{'id': '70465', 'company_display_name': 'NeRRe Therapeutics', 'total_raised': ['$18M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '107786', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '59603', 'stage': 'Series A', 'date': '2012-12-19T00:00:00Z', 'amount': '$18M'}}]}"
15711,General Partner at Ribbit,Ray Chua,Seed,San Francisco Bay Area,"Palo Alto, California",general_partner,2000000,15000000,8000000,General Partner at Ribbit,,,,,0,Ribbit Capital,,"{'id': '56924', 'company_display_name': 'Fenbeitong', 'total_raised': ['$270M', 'CN¥70M'], 'coinvestor_names': ['Xiaojun Li (IDG Capital)', 'Paul Hudson (Glade Brook Capital Partners)'], 'investor_profile_funding_rounds': [{'id': '105949', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '58686', 'stage': 'Series C', 'date': '2022-02-17T00:00:00Z', 'amount': '$140M'}}, {'id': '63734', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '35489', 'stage': 'Series B', 'date': '2020-03-10T00:00:00Z', 'amount': '$36M'}}]}"
12781,General Partner at Partech,Réza Malekzadeh,Series B,San Francisco Bay Area,"Paris, France",general_partner,200000,50000000,200000,General Partner at Partech,,,,,0,Partech Ventures,,"{'id': '53901', 'company_display_name': 'OpenIO', 'total_raised': ['$5M'], 'coinvestor_names': ['Armelle de Tinguy (Elaia Partners)'], 'investor_profile_funding_rounds': [{'id': '54374', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '30828', 'stage': 'Venture Round', 'date': '2017-10-24T00:00:00Z', 'amount': '$5M'}}]}"
6763,General Partner at U.S. Venture Partners,Rick Lewis,Series A,"Menlo Park, California","Menlo Park, California",general_partner,2000000,10000000,6000000,General Partner at U.S. Venture Partners,,,,,0,U.S. Venture Partners (USVP),,"{'id': '13692', 'company_display_name': 'Yammer', 'total_raised': ['$140M'], 'coinvestor_names': ['Chamath Palihapitiya (Social Capital)', 'Keith Rabois (Founders Fund)', 'George Zachary (CRV)', 'Jason Green (Emergence Capital)', 'David Weiden (Khosla Ventures)', 'Paul Madera (Meritech Capital Partners)', 'Ron Conway (SV Angel)', 'Ronald Conway Sr. (SV Angel)', 'Randy Glein (DFJ)', 'Max Levchin (Scifi Vc)', 'Ronnie Lott (Bennu)', 'Mamoon Hamid (Kleiner Perkins)'], 'investor_profile_funding_rounds': [{'id': '23156', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '4841', 'stage': 'Series E', 'date': '2012-02-29T00:00:00Z', 'amount': '$85M'}}, {'id': '23162', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '8396', 'stage': 'Series C', 'date': '2010-11-30T00:00:00Z', 'amount': '$25M'}}]}"
8937,"General Partner, Co-Head of Growth Equity at Norwest Venture Partners",Robert Arditi,Series B,"Palo Alto, California","San Francisco, California",general_partner,1000000,30000000,12500000,"General Partner, Co-Head of Growth Equity at Norwest Venture Partners",,,,,0,Norwest Venture Partners,,"{'id': '58676', 'company_display_name': 'AbsenceSoft', 'total_raised': [], 'coinvestor_names': ['Ran Ding (Norwest Venture Partners)'], 'investor_profile_funding_rounds': [{'id': '74242', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '41018', 'stage': 'Private Equity Round', 'date': '2021-07-07T00:00:00Z', 'amount': '0'}}]}"
9524,Co-founder and General Partner at Meritech Capital,Rob Ward,Series D,"New York, New York","Palo Alto, California",general_partner,5000000,25000000,12000000,Co-founder and General Partner at Meritech Capital,,,,,0,Meritech Capital Partners,,"{'id': '46437', 'company_display_name': 'Reliant Technologies', 'total_raised': ['$37M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '23472', 'is_lead': True, 'board_role': {'id': '9834', 'title': 'Board Observer'}, 'funding_round': {'id': '15143', 'stage': 'Series E', 'date': '2007-04-19T00:00:00Z', 'amount': '$15M'}}, {'id': '23475', 'is_lead': True, 'board_role': {'id': '9834', 'title': 'Board Observer'}, 'funding_round': {'id': '15145', 'stage': 'Series D', 'date': '2006-03-01T00:00:00Z', 'amount': '$22M'}}]}"
49178,General Partner @ ICONIQ,Roy Luo,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,5000000,100000000,20000000,General Partner @ ICONIQ,,,,,0,ICONIQ Capital,,"{'id': '22667', 'company_display_name': 'Primer', 'total_raised': ['$300M', '₩13B', '£14M'], 'coinvestor_names': ['Sonali De Rycker (Accel)', 'Keith Rabois (Founders Fund)', 'Ryan Petersen (Founders Fund)', 'Katie Haun (Haun Ventures)', 'Zach Klein (Founder Collective)', 'Kiha Lee (Primer Sazze Partners)', 'Zavain Dar (Dimension Capital)', 'Tommy Leep (Jetstream)', 'Lee Fixel (Addition)', 'Cyan Banister (Long Journey Ventures)', 'Sia Houchangnia (Seedcamp)', 'Young Song', 'Sam Altman', 'Ron Pragides', 'Oleg Rogynskyy', 'Omar El-Ayat', 'Tony Xu', 'Howie Liu'], 'investor_profile_funding_rounds': [{'id': '141722', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '75741', 'stage': 'Series B', 'date': '2021-10-19T00:00:00Z', 'amount': '$50M'}}]}"
23411,General Partner at AV8 Ventures,Ruchita Sinha,Series A,"Palo Alto, California",San Francisco Bay Area,general_partner,500000,5000000,2000000,General Partner at AV8 Ventures,,,,,0,AV8 Ventures,,"{'id': '43562', 'company_display_name': 'Curisium', 'total_raised': ['$3.5M'], 'coinvestor_names': ['Mohamad Makhzoumi (New Enterprise Associates (NEA))', 'Greg Papadopoulos (New Enterprise Associates (NEA))', 'Bill Geary (Flare Capital Partners)'], 'investor_profile_funding_rounds': [{'id': '85843', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '8736', 'stage': 'Seed Round', 'date': '2017-12-14T00:00:00Z', 'amount': '$3.5M'}}]}"
8947,General Partner at Norwest Venture Partners,Ryan Harris,Series B,"Palo Alto, California","San Francisco, California",general_partner,1000000,30000000,12500000,General Partner at Norwest Venture Partners,,,,,0,Norwest Venture Partners,"{'id': '1514', 'name': 'MD', 'field_of_study': None, 'school': {'id': '28804', 'name': 'University of California, San Francisco - School of Medicine', 'display_name': 'University of California, San Francisco - School of Medicine', 'total_student_count': 2}}","{'id': '59691', 'company_display_name': 'Onsite Dental', 'total_raised': ['$20M'], 'coinvestor_names': ['Ryan McDonald (Norwest Venture Partners)'], 'investor_profile_funding_rounds': [{'id': '74243', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '41019', 'stage': 'Venture Round', 'date': '2018-02-12T00:00:00Z', 'amount': '$20M'}}]}"
27097,Co-Founder and GP at Dash Fund,Ryan Sells,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,100000,10000000,1000000,Co-Founder and GP at Dash Fund,,,,,0,Dash Fund,,"{'id': '51735', 'company_display_name': 'Laika', 'total_raised': ['$48M'], 'coinvestor_names': ['Justin Kan (Goat Capital)', 'Matthew Harris (Bain Capital Ventures)', 'Jeffrey Reitman (Nyca Partners)', 'Hans Morris (Nyca Partners)', 'Zach Weinberg (Curie.Bio)', 'Gill Shklarski (Operator Partners)', 'Nat Turner (Operator Partners)', 'Amit Avner (Operator Partners)', 'Keith Hamlin (Third Prime)', 'Grant Miller', 'Alexander Saint-Amand'], 'investor_profile_funding_rounds': [{'id': '94977', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '24538', 'stage': 'Seed Round', 'date': '2019-09-25T00:00:00Z', 'amount': '$3M'}}]}"
14050,Partner at Greylock Partners,Saam Motamedi,Series B,San Francisco Bay Area,"Stanford, California",general_partner,500000,200000000,25000000,Partner at Greylock Partners,,,,,0,Greylock,,"{'id': '56768', 'company_display_name': 'Abnormal Security', 'total_raised': ['$280M'], 'coinvestor_names': ['Asheem Chandna (Greylock)', 'Jeff Horing (Insight Partners)', 'Venky Ganesan (Menlo Ventures)', 'Jake Seid (Ballistic Ventures)'], 'investor_profile_funding_rounds': [{'id': '124617', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '65636', 'stage': 'Series C', 'date': '2022-05-10T00:00:00Z', 'amount': '$210M'}}, {'id': '72097', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '39914', 'stage': 'Series A', 'date': '2019-11-19T00:00:00Z', 'amount': '$24M'}}]}"
19797,General Partner at GV,Sangeen Zeb,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,250000,50000000,25000000,General Partner at GV,,,,,0,GV (Google Ventures),,"{'id': '52420', 'company_display_name': 'Chronosphere', 'total_raised': ['$340M'], 'coinvestor_names': ['Brian Singerman (Founders Fund)', 'Jerry Chen (Greylock)', 'Yasmin Razavi (Spark Capital)', 'Brandon Reeves (Lux Capital Management)', 'Anton Levy (General Atlantic)', 'Lee Fixel (Addition)'], 'investor_profile_funding_rounds': [{'id': '133242', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '72456', 'stage': 'Series C', 'date': '2023-01-09T00:00:00Z', 'amount': '$120M'}}]}"
23698,General Partner at Sofinnova Investments,Sarah Bhagat,Series A,"Menlo Park, California","Menlo Park, California",general_partner,100000,5000000,1500000,General Partner at Sofinnova Investments,,,,,0,Sofinnova Investments,,"{'id': '63385', 'company_display_name': 'Atsena Therapeutics', 'total_raised': ['$55M'], 'coinvestor_names': ['Jason Lettmann (Morgenthaler Ventures)', 'Jacqueline Grant (Abingworth)'], 'investor_profile_funding_rounds': [{'id': '86597', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '47152', 'stage': 'Series A', 'date': '2020-12-16T00:00:00Z', 'amount': '$55M'}}]}"
23533,General Partner at Humboldt Fund,Sebastian Bernales,Series A,"San Francisco, California","San Francisco, California",general_partner,100000,5000000,1500000,General Partner at Humboldt Fund,,,,,0,Humboldt Fund,,"{'id': '63572', 'company_display_name': 'HAYA Therapeutics', 'total_raised': ['$5M', 'CHF18M'], 'coinvestor_names': ['Jens Eckstein (Apollo Health Ventures)', 'Benjamin Kreitman (Broadview Ventures)'], 'investor_profile_funding_rounds': [{'id': '102786', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '56840', 'stage': 'Seed Round', 'date': '2022-02-09T00:00:00Z', 'amount': '$5M'}}]}"
41999,Founder and General Partner at Carya Venture Partners,Sharath Keshava Narayana,Series A,"Palo Alto, California","Palo Alto, California",general_partner,100000,5000000,1500000,Founder and General Partner at Carya Venture Partners,,,,,0,Carya Venture Partners,,"{'id': '74557', 'company_display_name': 'TeamOhana', 'total_raised': ['$4M'], 'coinvestor_names': ['Vignesh Ravikumar (Sierra Ventures)', 'Anshu Sharma', 'Akshay Kothari'], 'investor_profile_funding_rounds': [{'id': '127902', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '66692', 'stage': 'Seed Round', 'date': '2022-10-06T00:00:00Z', 'amount': '$4M'}}]}"
15719,General Partner at Ribbit Capital,Sigal Mandelker,Seed,"New York, New York","New York, New York",general_partner,2000000,15000000,8000000,General Partner at Ribbit Capital,,,,,0,Ribbit Capital,,"{'id': '17712', 'company_display_name': 'Chainalysis', 'total_raised': ['$370M'], 'coinvestor_names': ['Sarah Tavel (Benchmark)', 'Fred Ehrsam (Paradigm)', 'Philippe Botteri (Accel)', 'Kris Fredrickson (Coatue)', 'Jenny Fielding (Everywhere Ventures (The Fund))', 'Koichiro Nakamura (Sozo Ventures)', 'Nico Wittenborn (Adjacent)', 'Ash Egan (Archetype)', 'Ashton Kutcher (Sound Ventures)', 'Maia Heymann (Converge Venture Partners)'], 'investor_profile_funding_rounds': [{'id': '70481', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '39136', 'stage': 'Series D', 'date': '2021-03-26T00:00:00Z', 'amount': '$100M'}}, {'id': '63794', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '35529', 'stage': 'Series C', 'date': '2020-11-23T00:00:00Z', 'amount': '$100M'}}, {'id': '63795', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '35530', 'stage': 'Series B', 'date': '2020-07-07T00:00:00Z', 'amount': '$13M'}}]}"
15758,General Partner at FirstHand Alliance,Simon Chan,Pre-seed,San Francisco Bay Area,New York,general_partner,100000,5000000,1500000,General Partner at FirstHand Alliance,,,,,0,FirstHand Alliance,,"{'id': '76978', 'company_display_name': 'Journeyfront', 'total_raised': ['$13M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '130482', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '71542', 'stage': 'Series A', 'date': '2022-01-13T00:00:00Z', 'amount': '$13M'}}]}"
8938,"General Partner, Co-Head of Growth Equity at Norwest Venture Partners",Sonya Brown,Series B,"Palo Alto, California","Menlo Park, California",general_partner,1000000,30000000,12500000,"General Partner, Co-Head of Growth Equity at Norwest Venture Partners",,,,,0,Norwest Venture Partners,,"{'id': '75954', 'company_display_name': 'Face Reality Skincare', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '126928', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '69956', 'stage': 'Private Equity Round', 'date': '2022-09-15T00:00:00Z', 'amount': '0'}}]}"
26375,General Partner at TSVC,Spencer Greene,Series A,"San Francisco, California",San Francisco Bay Area,general_partner,100000,5000000,150000,General Partner at TSVC,,,,,0,TSVC Capital,,"{'id': '65864', 'company_display_name': 'Brainome', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '92754', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '51453', 'stage': 'Convertible Note', 'date': '2020-03-13T00:00:00Z', 'amount': '0'}}]}"
9720,General Partner at U.S. Venture Partners,Steve Krausz,Series A,"Menlo Park, California","Menlo Park, California",general_partner,2000000,10000000,6000000,General Partner at U.S. Venture Partners,,,,,0,U.S. Venture Partners (USVP),,"{'id': '18002', 'company_display_name': 'Force10 Networks', 'total_raised': ['$250M'], 'coinvestor_names': ['Paul Madera (Meritech Capital Partners)'], 'investor_profile_funding_rounds': [{'id': '26757', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '16505', 'stage': 'Venture Round', 'date': '2009-08-17T00:00:00Z', 'amount': '$30M'}}, {'id': '26763', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '14100', 'stage': 'Series F', 'date': '2006-12-31T00:00:00Z', 'amount': '$64M'}}, {'id': '26767', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '14104', 'stage': 'Series E', 'date': '2005-06-01T00:00:00Z', 'amount': '$45M'}}, {'id': '26771', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '14108', 'stage': 'Series D', 'date': '2004-06-08T00:00:00Z', 'amount': '$75M'}}, {'id': '26773', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '16517', 'stage': 'Venture Round', 'date': '2003-02-01T00:00:00Z', 'amount': '$41M'}}]}"
7454,Managing General Partner and Founder at Artis Ventures (AV),Stuart Peterson,Series A,"San Francisco, California","San Francisco, California",general_partner,250000,25000000,10000000,Managing General Partner and Founder at Artis Ventures (AV),,,,,0,Artis Ventures (AV),"{'id': '3542', 'name': 'Master of Business Administration (MBA)', 'field_of_study': 'Analytic Finance', 'school': {'id': '25817', 'name': 'The University of Chicago - Booth School of Business', 'display_name': 'The University of Chicago - Booth School of Business', 'total_student_count': 47}}","{'id': '14579', 'company_display_name': 'Artsy', 'total_raised': ['$100M'], 'coinvestor_names': ['Joshua Kushner (Thrive Capital)', 'David Tisch (BoxGroup)', 'Adam Rothenberg (BoxGroup)', 'Keith Rabois (Founders Fund)', 'Alexis Ohanian (Seven Seven Six)', 'Robin Chan (Goat Capital)', 'Peter Thiel (Founders Fund)', 'Eric Paley (Founder Collective)', 'Kevin Colleran (Slow Ventures)', 'Dave Morin (Offline Ventures)', 'Sky Dayton (Craft Ventures)', 'Soraya Darabi (TMV)', 'Sandy Cass (Red Swan Ventures)', 'Oliver Jung', 'Richard Barton', 'Greg Maffei', 'Charlie Cheever'], 'investor_profile_funding_rounds': [{'id': '27115', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '11208', 'stage': 'Series B', 'date': '2014-04-03T00:00:00Z', 'amount': '$19M'}}]}"
24297,General Partner at Prime Movers Lab,Suzanne Fletcher,Series A,"San Francisco, California","San Francisco, California",general_partner,100000,5000000,1500000,General Partner at Prime Movers Lab,,,,,0,Prime Movers Lab,,"{'id': '59483', 'company_display_name': 'Spartan Radar', 'total_raised': ['$27M'], 'coinvestor_names': ['Alex Moore (8VC)', 'Dan Von Kohorn (Broom Ventures)', 'Jeff Rosen (Broom Ventures)'], 'investor_profile_funding_rounds': [{'id': '88885', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '40617', 'stage': 'Seed Round', 'date': '2021-08-26T00:00:00Z', 'amount': '$10M'}}]}"
